LAMMPS '*.data' description 

       288 atoms
       2 atom types
       
    0.0 20.0900      xlo xhi
    0.0 19.7380      ylo yhi
    0.0 13.1420      zlo zhi

Atoms

74 2      4.14657600       9.88873800       8.62640880  
75 2      5.89842400       9.84926200       2.05540880  
76 2      4.14657600      19.71826200       8.62640880  
77 2     14.19157600      19.71826200      11.08659120  
78 2     15.94342400       9.84926200       4.51559120  
79 2     14.19157600       9.88873800      11.08659120  
80 2     15.94342400       0.01973800       4.51559120  
81 2      2.15967500       2.49685700       1.16043860  
82 2      7.88532500      12.36585700       7.73143860  
83 2      2.15967500       7.37214300       1.16043860  
84 2      7.88532500      17.24114300       7.73143860  
85 2     17.93032500      17.24114300      11.98156140  
86 2     12.20467500       7.37214300       5.41056140  
87 2     17.93032500      12.36585700      11.98156140  
88 2     12.20467500       2.49685700       5.41056140  
89 2      1.69961400       0.73030600      12.40999060  
90 2      8.34538600      10.59930600       5.83899060  
91 2      1.69961400       9.13869400      12.40999060  
92 2      8.34538600      19.00769400       5.83899060  
93 2     18.39038600      19.00769400       0.73200940  
94 2     11.74461400       9.13869400       7.30300940  
95 2     18.39038600      10.59930600       0.73200940  
96 2     11.74461400       0.73030600       7.30300940  
97 2      2.61370900       1.54153780      10.07991400  
98 2      7.43129100      11.41053780       3.50891400  
99 2      2.61370900       8.32746220      10.07991400  
100 2      7.43129100      18.19646220       3.50891400  
101 2     17.47629100      18.19646220       3.06208600  
102 2     12.65870900       8.32746220       9.63308600  
103 2     17.47629100      11.41053780       3.06208600  
104 2     12.65870900       1.54153780       9.63308600  
105 2      1.46255200      18.92676820      10.29281440  
106 2      8.58244800       9.05776820       3.72181440  
107 2      1.46255200      10.68023180      10.29281440  
108 2      8.58244800       0.81123180       3.72181440  
109 2     18.62744800       0.81123180       2.84918560  
110 2     11.50755200      10.68023180       9.42018560  
111 2     18.62744800       9.05776820       2.84918560  
112 2     11.50755200      18.92676820       9.42018560  
113 2      4.42180900       2.59159940       8.48447520  
114 2      5.62319100      12.46059940       1.91347520  
115 2      4.42180900       7.27740060       8.48447520  
116 2      5.62319100      17.14640060       1.91347520  
117 2     15.66819100      17.14640060       4.65752480  
118 2     14.46680900       7.27740060      11.22852480  
119 2     15.66819100      12.46059940       4.65752480  
120 2     14.46680900       2.59159940      11.22852480  
121 2      9.86619900      16.87204240       9.42149980  
122 2      0.17880100       7.00304240       2.85049980  
123 2      9.86619900      12.73495760       9.42149980  
124 2      0.17880100       2.86595760       2.85049980  
125 2     10.22380100       2.86595760       3.72050020  
126 2     19.91119900      12.73495760      10.29150020  
127 2     10.22380100       7.00304240       3.72050020  
128 2     19.91119900      16.87204240      10.29150020  
129 2      7.39512900      16.40425180      10.17585060  
130 2      2.64987100       6.53525180       3.60485060  
131 2      7.39512900      13.20274820      10.17585060  
132 2      2.64987100       3.33374820       3.60485060  
133 2     12.69487100       3.33374820       2.96614940  
134 2     17.44012900      13.20274820       9.53714940  
135 2     12.69487100       6.53525180       2.96614940  
136 2     17.44012900      16.40425180       9.53714940  
137 2      8.56436700      14.80350000       8.45162020  
138 2      1.48063300       4.93450000       1.88062020  
139 2     11.52563300       4.93450000       4.69037980  
140 2     18.60936700      14.80350000      11.26137980  
141 2      6.46295300      16.99639180      12.56506620  
142 2      3.58204700       7.12739180       5.99406620  
143 2      6.46295300      12.61060820      12.56506620  
144 2      3.58204700       2.74160820       5.99406620  
145 2     13.62704700       2.74160820       0.57693380  
146 2     16.50795300      12.61060820       7.14793380  
147 2     13.62704700       7.12739180       0.57693380  
148 2     16.50795300      16.99639180       7.14793380  
149 2      4.84169000      16.93915160      10.50045800  
150 2      5.20331000       7.07015160       3.92945800  
151 2      4.84169000      12.66784840      10.50045800  
152 2      5.20331000       2.79884840       3.92945800  
153 2     15.24831000       2.79884840       2.64154200  
154 2     14.88669000      12.66784840       9.21254200  
155 2     15.24831000       7.07015160       2.64154200  
156 2     14.88669000      16.93915160       9.21254200  
157 2      5.91248700      14.80350000       0.76092180  
158 2      4.13251300       4.93450000       7.33192180  
159 2     14.17751300       4.93450000      12.38107820  
160 2     15.95748700      14.80350000       5.81007820  
161 2      3.96978400      16.40819940       0.00394260  
162 2      6.07521600       6.53919940       6.57494260  
163 2      3.96978400      13.19880060       0.00394260  
164 2      6.07521600       3.32980060       6.57494260  
165 2     16.12021600       3.32980060      13.13805740  
166 2     14.01478400      13.19880060       6.56705740  
167 2     16.12021600       6.53919940      13.13805740  
168 2     14.01478400      16.40819940       6.56705740  
169 2      1.90453200      14.80350000       0.26941100  
170 2      8.14046800       4.93450000       6.84041100  
171 2     18.18546800       4.93450000      12.87258900  
172 2     11.94953200      14.80350000       6.30158900  
173 2      1.62528100      17.11284600      12.18920500  
174 2      8.41971900       7.24384600       5.61820500  
175 2      1.62528100      12.49415400      12.18920500  
176 2      8.41971900       2.62515400       5.61820500  
177 2     18.46471900       2.62515400       0.95279500  
178 2     11.67028100      12.49415400       7.52379500  
179 2     18.46471900       7.24384600       0.95279500  
180 2     11.67028100      17.11284600       7.52379500  
181 2      2.36459300      16.52070600       9.73296520  
182 2      7.68040700       6.65170600       3.16196520  
183 2      2.36459300      13.08629400       9.73296520  
184 2      7.68040700       3.21729400       3.16196520  
185 2     17.72540700       3.21729400       3.40903480  
186 2     12.40959300      13.08629400       9.98003480  
187 2     17.72540700       6.65170600       3.40903480  
188 2     12.40959300      16.52070600       9.98003480  
189 2      4.25104400      14.80350000       9.08506460  
190 2      5.79395600       4.93450000       2.51406460  
191 2     15.83895600       4.93450000       4.05693540  
192 2     14.29604400      14.80350000      10.62793540  
193 1      8.46592600       1.40337180       9.06535160 
194 1      1.57907400      11.27237180       2.49435160 
195 1      8.46592600       8.46562820       9.06535160 
196 1      1.57907400      18.33462820       2.49435160 
197 1     11.62407400      18.33462820       4.07664840 
198 1     18.51092600       8.46562820      10.64764840 
199 1     11.62407400      11.27237180       4.07664840 
200 1     18.51092600       1.40337180      10.64764840 
201 1      6.54733100       0.66319680      11.17070000 
202 1      3.49766900      10.53219680       4.59970000 
203 1      6.54733100       9.20580320      11.17070000 
204 1      3.49766900      19.07480320       4.59970000 
205 1     13.54266900      19.07480320       1.97130000 
206 1     16.59233100       9.20580320       8.54230000 
207 1     13.54266900      10.53219680       1.97130000 
208 1     16.59233100       0.66319680       8.54230000 
209 1      5.60912800       1.05795680       0.86080100 
210 1      4.43587200      10.92695680       7.43180100 
211 1      5.60912800       8.81104320       0.86080100 
212 1      4.43587200      18.68004320       7.43180100 
213 1     14.48087200      18.68004320      12.28119900 
214 1     15.65412800       8.81104320       5.71019900 
215 1     14.48087200      10.92695680      12.28119900 
216 1     15.65412800       1.05795680       5.71019900 
217 1      2.50321400       1.01453320       0.63213020 
218 1      7.54178600      10.88353320       7.20313020 
219 1      2.50321400       8.85446680       0.63213020 
220 1      7.54178600      18.72346680       7.20313020 
221 1     17.58678600      18.72346680      12.50986980 
222 1     12.54821400       8.85446680       5.93886980 
223 1     17.58678600      10.88353320      12.50986980 
224 1     12.54821400       1.01453320       5.93886980 
225 1      1.44848900       0.71056800      10.81980860 
226 1      8.59651100      10.57956800       4.24880860 
227 1      1.44848900       9.15843200      10.81980860 
228 1      8.59651100      19.02743200       4.24880860 
229 1     18.64151100      19.02743200       2.32219140 
230 1     11.49348900       9.15843200       8.89319140 
231 1     18.64151100      10.57956800       2.32219140 
232 1     11.49348900       0.71056800       8.89319140 
233 1      4.08630600       1.35600060       9.45829740 
234 1      5.95869400      11.22500060       2.88729740 
235 1      4.08630600       8.51299940       9.45829740 
236 1      5.95869400      18.38199940       2.88729740 
237 1     16.00369400      18.38199940       3.68370260 
238 1     14.13130600       8.51299940      10.25470260 
239 1     16.00369400      11.22500060       3.68370260 
240 1     14.13130600       1.35600060      10.25470260 
241 1      8.42775500      16.33122120       8.94313100 
242 1      1.61724500       6.46222120       2.37213100 
243 1      8.42775500      13.27577880       8.94313100 
244 1      1.61724500       3.40677880       2.37213100 
245 1     11.66224500       3.40677880       4.19886900 
246 1     18.47275500      13.27577880      10.76986900 
247 1     11.66224500       6.46222120       4.19886900 
248 1     18.47275500      16.33122120      10.76986900 
249 1      6.33236800      17.30035700      10.98802620 
250 1      3.71263200       7.43135700       4.41702620 
251 1      6.33236800      12.30664300      10.98802620 
252 1      3.71263200       2.43764300       4.41702620 
253 1     13.75763200       2.43764300       2.15397380 
254 1     16.37736800      12.30664300       8.72497380 
255 1     13.75763200       7.43135700       2.15397380 
256 1     16.37736800      17.30035700       8.72497380 
257 1      5.49059700      16.33911640       0.52830840 
258 1      4.55440300       6.47011640       7.09930840 
259 1      5.49059700      13.26788360       0.52830840 
260 1      4.55440300       3.39888360       7.09930840 
261 1     14.59940300       3.39888360      12.61369160 
262 1     15.53559700      13.26788360       6.04269160 
263 1     14.59940300       6.47011640      12.61369160 
264 1     15.53559700      16.33911640       6.04269160 
265 1      2.38066500      16.34109020       0.24049860 
266 1      7.66433500       6.47209020       6.81149860 
267 1      2.38066500      13.26590980       0.24049860 
268 1      7.66433500       3.39690980       6.81149860 
269 1     17.70933500       3.39690980      12.90150140 
270 1     12.42566500      13.26590980       6.33050140 
271 1     17.70933500       6.47209020      12.90150140 
272 1     12.42566500      16.34109020       6.33050140 
273 1      1.31991300      17.35759720      10.62793540 
274 1      8.72508700       7.48859720       4.05693540 
275 1      1.31991300      12.24940280      10.62793540 
276 1      8.72508700       2.38040280       4.05693540 
277 1     18.77008700       2.38040280       2.51406460 
278 1     11.36491300      12.24940280       9.08506460 
279 1     18.77008700       7.48859720       2.51406460 
280 1     11.36491300      17.35759720       9.08506460 
281 1      3.91152300      16.35885440       9.32030640 
282 1      6.13347700       6.48985440       2.74930640 
283 1      3.91152300      13.24814560       9.32030640 
284 1      6.13347700       3.37914560       2.74930640 
285 1     16.17847700       3.37914560       3.82169360 
286 1     13.95652300      13.24814560      10.39269360 
287 1     16.17847700       6.48985440       3.82169360 
288 1     13.95652300      16.35885440      10.39269360 
