LAMMPS data file via write_data, version 24 Dec 2015, timestep = 200000

795 atoms
2 atom types

0.0000000000000000e+00 2.0000000000000000e+01 xlo xhi
0.0000000000000000e+00 2.0000000000000000e+01 ylo yhi
0.0000000000000000e+00 2.0000000000000000e+01 zlo zhi

Masses

1 15.9994
2 1.00794

Atoms # molecular

500 167 2 6.0643751490790587e-01 7.9143770536163804e-01 2.0511604851129945e+00 0 0 1
499 167 1 5.8544461316880947e-01 1.5163007858103741e-01 1.2460711699562217e+00 0 0 1
611 204 2 9.5037385472556768e-01 3.1009256169143029e+00 4.6711280260697996e-01 1 -1 1
501 167 2 1.5171415462545805e+00 5.6155676374841507e-02 1.0487815905882949e+00 0 0 1
329 110 2 3.6313774323257539e+00 2.5500378705288167e+00 2.5579421224153170e-01 0 -1 1
121 41 1 6.3547179028161924e+00 1.6668171410261015e-01 3.1675873400500691e+00 0 0 1
328 110 1 3.9855411595537849e+00 2.7168141420852967e+00 1.1002186021880322e+00 0 -1 1
574 192 1 3.5274162777559255e+00 4.3329528398384526e-01 2.6556895409252279e+00 0 1 0
576 192 2 3.7858771779752076e+00 1.3582518794166814e+00 2.3777687109940073e+00 0 1 0
123 41 2 5.5290173981729041e+00 1.2484468301399951e-01 2.6490676729892058e+00 0 0 1
598 200 1 9.6007260659696350e+00 1.6191353287354064e+00 1.0360769506975436e+00 0 0 1
600 200 2 9.2076704895746371e+00 1.6885161247126366e+00 1.9020050698777033e+00 0 0 1
48 16 2 8.3290647030010891e+00 2.4346806074294598e+00 1.5496040916350012e-01 0 0 1
47 16 2 6.9416781551017186e+00 3.3227147967908910e+00 7.7312411689348520e-02 0 0 1
599 200 2 1.0583658530831153e+01 1.9635165851156020e+00 1.2105306735190684e+00 0 0 1
759 253 2 1.2259131883737545e+01 3.1132341449569121e+00 1.3603800179291123e+00 0 0 1
757 253 1 1.2331449895550620e+01 2.5624450544938737e+00 6.0958490908237495e-01 0 0 1
758 253 2 1.3259315987168991e+01 2.2435991269816098e+00 5.5385275160565695e-01 0 0 1
762 254 2 1.3959077170343395e+01 7.8750550385171525e-01 3.3221192468709497e+00 -1 0 1
705 235 2 1.5170546362804700e+01 1.2350872619539441e+00 8.7468998212842641e-01 -1 -1 1
703 235 1 1.5336451867552253e+01 2.0246814451851791e+00 4.2413156978242583e-01 -1 -1 1
760 254 1 1.4100451650380077e+01 6.7534894387807931e-01 2.3930544454010314e+00 -1 0 1
704 235 2 1.6262137503551322e+01 1.8808758281495670e+00 1.4477059173931472e-01 -1 -1 1
623 208 2 1.8813217803572272e+01 8.7011394158931288e-01 6.8092092988161956e-01 -2 1 1
261 87 2 1.7356991753157711e+01 2.8357525218837715e-01 3.2943015274684488e+00 -1 1 1
167 56 2 4.0164258559503248e+00 3.4092735686393039e+00 2.6455029784455704e+00 0 0 2
466 156 1 5.8998564523589847e+00 4.7208296576825211e+00 9.0988947493608574e-01 -1 0 1
468 156 2 5.9543695006334501e+00 5.6387097392303858e+00 1.2721311415435244e+00 -1 0 1
330 110 2 4.5201181053718695e+00 3.5123029020686674e+00 9.4728181481119178e-01 0 -1 1
87 29 2 7.7506838045189239e+00 4.5070761293729831e+00 1.8985710928843282e+00 0 0 2
86 29 2 9.1243023674851713e+00 3.9535637955589356e+00 2.3013815355618794e+00 0 0 2
85 29 1 8.7168916115894746e+00 4.7668286350234998e+00 1.9482475143781408e+00 0 0 2
187 63 1 1.1485196870631832e+01 3.6699463149080196e+00 2.9887108797375395e+00 -1 0 1
702 234 2 1.1366476084316842e+01 4.4213082698341921e+00 3.1222696976116471e-01 -1 0 1
159 53 2 1.0782199730580288e+01 6.2770063492922210e+00 2.8299800444464398e+00 -1 0 1
180 60 2 1.6492745019412190e+01 4.0423036643480339e+00 7.4042133222026896e-01 0 0 1
142 48 1 1.6324158945780376e+01 6.6017800090876415e+00 2.3180308056540020e+00 -1 0 2
144 48 2 1.5634406358706501e+01 6.0052135490247265e+00 2.6771900609872525e+00 -1 0 2
73 25 1 1.9947129359165057e+01 6.1714984982664678e+00 2.4299969519091471e+00 -2 0 1
612 204 2 1.9832719976907011e+01 4.2683315256499244e+00 2.0121129722804337e-01 0 -1 1
38 13 2 1.9331634973876120e+01 4.4875033966212721e+00 3.1806342606853097e+00 0 0 1
179 60 2 1.8117076576355824e+01 4.0628867507907325e+00 7.0332204817372057e-01 0 0 1
178 60 1 1.7314469900358727e+01 4.5914855134334900e+00 8.2053273082357814e-01 0 0 1
143 48 2 1.6934507383495262e+01 6.0905584067280785e+00 1.7211959169134927e+00 -1 0 2
265 89 1 5.7173526621392745e-01 8.8869584111069351e+00 1.3806785820538350e+00 1 0 1
75 25 2 5.7266387748421421e-01 6.7750419285782773e+00 1.9530773139258881e+00 -1 0 1
266 89 2 1.2856487044119065e+00 9.0197071757616420e+00 2.0170585776831973e+00 1 0 1
267 89 2 7.2544113607319549e-01 9.5965663788373092e+00 7.4829698516504284e-01 1 0 1
243 81 2 3.2501196033555830e+00 9.9186569684058110e+00 1.4061824719833121e-01 1 0 1
94 32 1 5.0739247510917780e+00 9.1344720462848858e+00 1.4086114102292262e+00 0 0 2
11 4 2 4.2136249347650834e+00 7.6558569449548539e+00 2.6937291351388795e+00 0 -1 2
96 32 2 5.9609294254297183e+00 9.2197178071959307e+00 1.9252988687321624e+00 0 0 2
95 32 2 5.2385091028665896e+00 9.6604169439864194e+00 6.0304580499405758e-01 0 0 2
648 216 2 8.0995025350986438e+00 7.7801003886856277e+00 2.5614204972479562e+00 0 -1 1
646 216 1 7.3402452970661276e+00 8.0623416699017838e+00 3.0317391378183092e+00 0 -1 1
130 44 1 9.1512738509037757e+00 7.8091574606675414e+00 5.5556030147713809e-01 1 -1 1
157 53 1 1.1149624875709446e+01 7.0302281060920144e+00 3.2420903928330258e+00 -1 0 1
158 53 2 1.2177956401628311e+01 6.8468704556034448e+00 3.2167449462112607e+00 -1 0 1
680 227 2 1.2054079227778249e+01 7.9567893762572277e+00 4.7860979295013234e-01 0 0 1
132 44 2 1.0015844464001708e+01 7.8470881453202344e+00 7.6491219580813230e-02 1 -1 1
741 247 2 1.3638940502099791e+01 8.2758614034426063e+00 5.3470529311360271e-01 -1 0 1
740 247 2 1.4683614004325273e+01 7.9123890663309231e+00 1.5611906501067860e+00 -1 0 1
739 247 1 1.3741212245760911e+01 7.8776412939483329e+00 1.4305632020093419e+00 -1 0 1
348 116 2 1.6058239200178029e+01 9.6459359045760156e+00 1.7194621857464700e+00 0 0 0
346 116 1 1.5653716338065090e+01 9.7808132218232995e+00 8.4439751154050557e-01 0 0 0
678 226 2 1.9321582396184272e+01 6.8961958944409849e+00 2.8589019004285082e-01 0 0 1
74 25 2 1.9144194220832155e+01 6.6677761377685920e+00 2.3916504543268871e+00 -2 0 1
165 55 2 1.5627778452807461e+00 2.4814881524533567e+00 4.2688912474335829e+00 1 1 0
163 55 1 1.1494153550889472e+00 1.6005291405717437e+00 4.1874304040253962e+00 1 1 0
575 192 2 3.1504333466874752e+00 5.1476454662382476e-01 3.5134792446267542e+00 0 1 0
164 55 2 2.5586271969679963e-01 1.7677913945670680e+00 4.3578172817671081e+00 1 1 0
571 191 1 4.4815801067708039e+00 1.5005807560904056e+00 6.4846296881684271e+00 1 1 1
573 191 2 4.6927200381762342e+00 5.5919402979092325e-01 6.6153580120220665e+00 1 1 1
521 174 2 5.7616792507383172e+00 2.0944205236208067e+00 5.3903121179340854e+00 -1 1 1
572 191 2 3.5640565314266803e+00 1.4226271067365617e+00 6.6192684302056497e+00 1 1 1
522 174 2 6.5684850878303900e+00 1.6730540773298486e+00 4.1743399515643755e+00 -1 1 1
520 174 1 6.6076397208046984e+00 2.3321525724761853e+00 4.8995373078530582e+00 -1 1 1
224 75 2 8.6090377194699048e+00 2.0365452006635865e+00 4.3494191353103782e+00 -1 0 2
223 75 1 9.4913597918318846e+00 2.3569411381094221e+00 4.2314904150544317e+00 -1 0 2
303 101 2 7.5661562062669665e+00 2.9260414907106584e+00 6.0699474952060255e+00 0 0 0
189 63 2 1.0992818417757384e+01 3.0872421872812001e+00 3.7103272273296488e+00 -1 0 1
225 75 2 1.0029767194914735e+01 1.5842811061826707e+00 4.4437963908610891e+00 -1 0 2
295 99 1 1.2818692832933746e+01 1.7632452072645475e+00 5.1134908692932086e+00 -1 0 1
297 99 2 1.2957658243719715e+01 2.2296456393645006e+00 5.9092010531530663e+00 -1 0 1
296 99 2 1.2557475127803064e+01 2.4933953846488057e+00 4.5728687416032452e+00 -1 0 1
151 51 1 1.5575661734047531e+01 2.6442801568699528e+00 5.2545291651323067e+00 1 2 1
153 51 2 1.5745748273984184e+01 1.9278112932926414e+00 5.9197388014387267e+00 1 2 1
152 51 2 1.6281402062976309e+01 3.2458949033562878e+00 5.5537889839987242e+00 1 2 1
749 250 2 1.7660215143219013e+01 7.4401800665090978e-01 6.2510514485452777e+00 -1 0 1
260 87 2 1.6824395734474500e+01 1.6458889777330057e+00 3.5885842804062968e+00 -1 1 1
259 87 1 1.7680333021258594e+01 1.2005947394063889e+00 3.5501771438602447e+00 -1 1 1
168 56 2 3.1780302037501484e+00 4.1292327609297610e+00 3.8943533308093965e+00 0 0 2
597 199 2 1.5923061609520934e+00 3.7802458124922640e+00 6.2863522776196952e+00 0 0 2
16 6 1 1.5812868064001866e+00 4.8917890196552376e+00 4.9881140822904912e+00 0 1 0
17 6 2 1.0030274452461374e+00 5.2731134055234667e+00 4.3619249117338645e+00 0 1 0
563 188 2 3.1258440086554233e+00 5.3535360460043719e+00 6.0555947557950702e+00 1 -1 1
166 56 1 4.0679694744937178e+00 3.7745220807219177e+00 3.5783572938101522e+00 0 0 2
190 64 1 5.9248234167057561e+00 5.1539620889257227e+00 4.9188985325034134e+00 -1 0 0
192 64 2 5.4130955939522840e+00 4.6403247712055684e+00 4.2393761696481738e+00 -1 0 0
191 64 2 6.5209997458185001e+00 4.3849799071741433e+00 5.1359987437857741e+00 -1 0 0
354 118 2 4.7561436627513913e+00 5.4335913857760350e+00 5.8338407368692247e+00 1 -1 1
352 118 1 3.9734913972508115e+00 5.7178134694532270e+00 6.4295223460325710e+00 1 -1 1
14 5 2 9.8889526866341519e+00 4.8266021656302298e+00 5.9824871313436798e+00 0 0 0
188 63 2 1.2048985627193936e+01 4.2459220718158495e+00 3.5531334082025179e+00 -1 0 1
268 90 1 1.2959539099486451e+01 4.7539016936181433e+00 5.2003373539135787e+00 0 0 1
269 90 2 1.2048024658978489e+01 4.8031274935903374e+00 5.6387600631779131e+00 0 0 1
13 5 1 1.0517106420229000e+01 5.4431122931431908e+00 6.3790278996067977e+00 0 0 0
15 5 2 1.0103547967117230e+01 6.2525203046738502e+00 5.9785376066656797e+00 0 0 0
656 219 2 1.5423579311950954e+01 3.8130521132051927e+00 3.6993914496522082e+00 -1 0 1
655 219 1 1.4899222080224728e+01 4.5385510396958555e+00 3.3829935999910123e+00 -1 0 1
657 219 2 1.4179558187637195e+01 4.4553195415094482e+00 4.0558493485367828e+00 -1 0 1
270 90 2 1.3440614137255759e+01 4.7393359834804345e+00 6.0517689481049306e+00 0 0 1
429 143 2 1.6144845402736152e+01 5.5949184768848381e+00 5.0609043425157267e+00 -1 0 0
427 143 1 1.6200740024758325e+01 6.0220308210032600e+00 5.9277353356744609e+00 -1 0 0
37 13 1 1.9179272163298482e+01 3.6489235000636762e+00 3.6037162788227675e+00 0 0 1
39 13 2 1.8331708176644554e+01 3.7296474756253044e+00 4.0945735490012121e+00 0 0 1
725 242 2 1.4546760956628069e+00 7.9639131059861210e+00 4.8143823306452820e+00 1 0 0
724 242 1 1.7597186686786004e+00 8.5191378411035554e+00 4.0975386720342124e+00 1 0 0
726 242 2 2.6415640760064480e+00 8.1226982527942830e+00 3.8693491259876991e+00 1 0 0
579 193 2 1.4225956130060387e+00 9.9299656797533444e+00 3.6061586886678585e+00 1 0 0
12 4 2 4.9860412433677421e+00 7.4120081150128421e+00 3.9823179407388518e+00 0 -1 2
10 4 1 4.0505436798237131e+00 7.3832560391093986e+00 3.6235979500360589e+00 0 -1 2
647 216 2 7.7145740865736672e+00 8.2453784496415548e+00 3.8704755927238046e+00 0 -1 1
69 23 2 9.8024238580306431e+00 9.3510560205481355e+00 4.7628080102771362e+00 0 0 0
658 220 1 9.2255749517572845e+00 8.0027925649801119e+00 6.4411418124329423e+00 0 0 1
67 23 1 9.6733928098988695e+00 9.5706225689480320e+00 3.8131658838305111e+00 0 0 0
68 23 2 1.0231729922426194e+01 8.8713238776809575e+00 3.4379095294490520e+00 0 0 0
119 40 2 1.3037274461667486e+01 8.0723843742422439e+00 4.8143991817151202e+00 -1 1 1
120 40 2 1.2987726882702148e+01 6.8086386651677815e+00 5.5763395471987343e+00 -1 1 1
428 143 2 1.6512239259634185e+01 6.8851789344974437e+00 5.6526821206968014e+00 -1 0 0
118 40 1 1.3442615693243106e+01 7.6521770014631212e+00 5.5611271222335468e+00 -1 1 1
349 117 1 1.5594303466811962e+01 9.4925438138852893e+00 5.7033004913006771e+00 0 0 1
350 117 2 1.4914622389112537e+01 8.8349544637413953e+00 5.9487848968906087e+00 0 0 1
351 117 2 1.5236433786252176e+01 9.9761202366295958e+00 4.9196023686195884e+00 0 0 1
753 251 2 1.7670375686106901e+01 9.3331039119837396e+00 3.4587341851548521e+00 0 0 1
485 162 2 1.8902122060172559e+01 7.5852619873498162e+00 5.3154477849869028e+00 -1 0 1
484 162 1 1.8052911343802759e+01 7.9659076383943992e+00 5.1045592906349588e+00 -1 0 1
486 162 2 1.7918494050672351e+01 8.7850995418282327e+00 5.5479520760998318e+00 -1 0 1
769 257 1 1.7805192081208903e+00 3.0607921661016073e+00 6.9217836728658950e+00 0 -1 1
471 157 2 1.5202038260246609e+00 7.4539130090004513e-02 8.6895893760834557e+00 1 -1 0
469 157 1 1.4548841341245482e+00 2.7447416810085168e-01 7.7529440308643327e+00 1 -1 0
470 157 2 1.4168676006712797e+00 1.2221598754613847e+00 7.7256425185777342e+00 1 -1 0
304 102 1 3.6131507890543174e-01 2.8425451695780355e+00 9.6138423360758072e+00 1 0 0
356 119 2 4.4301309900875490e+00 2.7694294308159737e+00 9.3991963194982073e+00 0 0 0
357 119 2 4.5178127983666272e+00 2.6188260312517655e+00 7.8956508475704759e+00 0 0 0
355 119 1 4.1471151328331182e+00 3.1921687670355783e+00 8.5598466650902658e+00 0 0 0
618 206 2 9.2712088464580660e+00 1.1847707372699017e+00 9.3217818990202517e+00 0 -1 1
616 206 1 9.4951023489050712e+00 1.7349882796240081e+00 8.5366202472946835e+00 0 -1 1
396 132 2 9.6118091347485350e+00 2.6195292242923189e+00 8.9407279276206069e+00 0 1 0
301 101 1 8.1938360632108829e+00 3.2839743460624042e+00 6.7102622391120610e+00 0 0 0
302 101 2 8.7952342792955172e+00 2.5355884484256119e+00 7.0887938892604110e+00 0 0 0
228 76 2 1.2729987982609355e+01 1.9695130317400926e+00 8.5911036316265648e+00 0 0 0
226 76 1 1.2034035029102322e+01 1.3462332168682223e+00 8.3736493319369938e+00 0 0 0
227 76 2 1.2423190880925675e+01 4.7095499417829972e-01 8.3636280943229639e+00 0 0 0
617 206 2 1.0481564522302969e+01 1.3430644977731445e+00 8.3476606169898062e+00 0 -1 1
378 126 2 1.5772337576576772e+01 1.8598989298484310e+00 8.4922916701007534e+00 0 1 0
376 126 1 1.4994317524648149e+01 1.8625950411026697e+00 9.0905879367086175e+00 0 1 0
377 126 2 1.4741138720241640e+01 8.7756673060698975e-01 9.0407597386547049e+00 0 1 0
748 250 1 1.7056218171514807e+01 9.7562007071218315e-01 6.9688040044246691e+00 -1 0 1
305 102 2 1.9642481869564737e+01 2.3103596981950303e+00 9.9892723915713137e+00 0 0 0
608 203 2 1.7957329771959834e+01 2.8341620609392124e+00 8.9851294269329056e+00 0 0 1
750 250 2 1.7483529144967065e+01 4.2400452396119631e-01 7.6475611695366350e+00 -1 0 1
145 49 1 2.5441176672155321e+00 5.2258445403328189e+00 9.7117139105715236e+00 0 0 1
771 257 2 1.7363281099048742e+00 3.5053547490299763e+00 7.7523380498924936e+00 0 -1 1
147 49 2 2.9689820049335744e+00 4.5012030634085605e+00 9.1380096983331995e+00 0 0 1
415 139 1 2.0730391307632920e-01 5.4646337592394394e+00 8.5188281772977454e+00 1 0 0
417 139 2 2.7513581539768354e-02 4.7124363420658222e+00 9.1087313759333668e+00 1 0 0
416 139 2 1.1268501245211298e+00 5.7984490853806570e+00 8.8340871054626486e+00 1 0 0
770 257 2 5.3872856979486672e-01 6.6583714781555221e+00 7.2934505899000692e+00 0 -1 1
492 164 2 5.5428171641533686e+00 4.5857529006565620e+00 8.0751948370513507e+00 0 0 1
490 164 1 6.4182016076321915e+00 4.9509584082627214e+00 8.3457388257833074e+00 0 0 1
524 175 2 7.0283974355799677e+00 4.0391538654112402e+00 9.8397644734425960e+00 -1 0 1
491 164 2 6.9040903180788584e+00 5.4150924105737790e+00 7.6164357184142029e+00 0 0 1
282 94 2 9.9489415344152139e+00 6.0966769915028314e+00 7.9399740244308532e+00 -1 1 0
395 132 2 1.0944419893049547e+01 5.9306645482778402e+00 9.1371557587665126e+00 0 1 0
394 132 1 1.0057588377747450e+01 6.3262175532539757e+00 8.8768845262143490e+00 0 1 0
620 207 2 1.5197114895239983e+01 4.6517854305113557e+00 7.5816738132676127e+00 0 0 0
621 207 2 1.4116552349649293e+01 4.7415840314977640e+00 8.6612824433134570e+00 0 0 0
619 207 1 1.4251832986172106e+01 4.6107458772367726e+00 7.7220028107989958e+00 0 0 0
149 50 2 1.6171046970957114e+01 6.2074137812478760e+00 9.0614758215133016e+00 0 -1 1
607 203 1 1.7847323989376623e+01 3.5066486881500079e+00 8.3527064971384615e+00 0 0 1
148 50 1 1.7143269880764130e+01 6.2524750954280677e+00 9.2370668541144028e+00 0 -1 1
609 203 2 1.8791792915073220e+01 3.7230694203460453e+00 8.3183343919275323e+00 0 0 1
150 50 2 1.7499197458154132e+01 5.7958070533822923e+00 8.4621275723575753e+00 0 -1 1
674 225 2 1.6797480724500142e+00 8.6956769326728001e+00 9.3512536004138003e+00 0 -1 0
673 225 1 1.0577189691910935e+00 9.3039114238673211e+00 8.9325437550206459e+00 0 -1 0
18 6 2 8.1118494494184168e-01 8.1172066710498942e+00 7.5274001594275086e+00 0 1 0
