LAMMPS data file via write_data, version 4 May 2017, timestep = 20012

288 atoms
2 atom types
192 bonds
1 bond types
96 angles
1 angle types

1.6165612324898770e-01 1.3401343876751181e+01 xlo xhi
1.8669774493639224e-01 1.5477302255063405e+01 ylo yhi
1.7549397321517901e-01 1.4548506026784757e+01 zlo zhi

Masses

1 15.9994
2 1.008

Atoms # full

91 31 1 -8.4760000000000002e-01 1.3380493060216425e+01 1.4530144650588961e+00 4.4582221891569382e+00 -1 1 0
121 41 1 -8.4760000000000002e-01 1.3432900624774506e+00 4.5978655655576617e+00 3.7424798187988277e+00 0 0 0
123 41 2 4.2380000000000001e-01 2.1483939532257796e+00 4.1331982904118636e+00 4.1112276932227161e+00 0 0 0
242 81 2 4.2380000000000001e-01 5.8532518397749653e+00 5.3390136503559757e+00 6.0803521533214004e+00 1 0 0
122 41 2 4.2380000000000001e-01 1.1580858681223283e+00 4.2615518364134877e+00 2.8190745351136473e+00 0 0 0
33 11 2 4.2380000000000001e-01 6.5130956154050512e+00 3.0515407723858337e+00 5.9582297892217948e+00 -1 0 0
243 81 2 4.2380000000000001e-01 6.1078973561260508e+00 6.9314872336408122e+00 5.8233577717696186e+00 1 0 0
241 81 1 -8.4760000000000002e-01 5.4642302289284226e+00 6.1766588378021039e+00 5.6968075728741123e+00 1 0 0
18 6 2 4.2380000000000001e-01 3.7867749563189488e+00 6.1526808892102620e+00 5.6562546609829356e+00 1 0 0
248 83 2 4.2380000000000001e-01 4.7165886505891788e+00 4.0062391705429246e+00 5.3158617914196080e+00 1 1 0
83 28 2 4.2380000000000001e-01 4.8528903493060449e+00 4.5876898154965238e+00 1.5844655435753572e+00 0 1 1
84 28 2 4.2380000000000001e-01 5.1076787289010541e+00 4.0900357945588883e+00 3.1188331400974061e+00 0 1 1
249 83 2 4.2380000000000001e-01 3.6653281664027531e+00 2.7843330721561528e+00 5.0538451293812789e+00 1 1 0
247 83 1 -8.4760000000000002e-01 4.1657852591021856e+00 3.5368538288250146e+00 4.6256580369419362e+00 1 1 0
47 16 2 4.2380000000000001e-01 1.3337080996003208e+00 7.1196541816807253e+00 6.3414751028830301e+00 0 0 0
226 76 1 -8.4760000000000002e-01 1.2890732475524274e+00 3.9902954953641423e+00 1.2360878697404769e+00 1 0 1
16 6 1 -8.4760000000000002e-01 2.7984136700749866e+00 6.2914378704754075e+00 5.7193535649441438e+00 1 0 0
82 28 1 -8.4760000000000002e-01 5.5247478991462184e+00 4.2019098523408855e+00 2.2168187892720108e+00 0 1 1
189 63 2 4.2380000000000001e-01 2.9187216075348195e+00 8.2770244184971342e-01 5.4490563197795323e+00 1 1 1
17 6 2 4.2380000000000001e-01 2.3287077281707367e+00 5.5945892750727904e+00 5.1772594674851629e+00 1 0 0
6 2 2 4.2380000000000001e-01 1.1888584556977637e+00 6.6718547946817335e+00 9.2016686662725133e-01 0 0 1
87 29 2 4.2380000000000001e-01 3.3766690957999650e+00 6.5034080971348907e+00 2.2976977258669615e-01 0 0 1
228 76 2 4.2380000000000001e-01 2.0555573732925976e+00 4.4908625482411653e+00 8.3356982699130633e-01 1 0 1
92 31 2 4.2380000000000001e-01 1.0685349505944384e+00 1.1212113184014427e+00 4.6294303332094104e+00 0 1 0
227 76 2 4.2380000000000001e-01 6.9570472365792557e-01 3.6473310760685491e+00 5.0781780085612027e-01 1 0 1
200 67 2 4.2380000000000001e-01 5.9299675648675718e+00 2.9450516332209231e-01 1.7272253683600538e+00 0 0 0
67 23 1 -8.4760000000000002e-01 6.4705243435315634e+00 1.9990672646852630e+00 8.5366267551964758e-01 0 1 0
136 46 1 -8.4760000000000002e-01 2.5747050580888859e+00 2.1979458109113867e+00 6.6624117347121192e+00 0 0 0
46 16 1 -8.4760000000000002e-01 5.1243521744221565e-01 7.1747844294903880e+00 6.9094226006401218e+00 0 0 0
69 23 2 4.2380000000000001e-01 6.1175467291150811e+00 2.7523281516671223e+00 1.4087233059122961e+00 0 1 0
31 11 1 -8.4760000000000002e-01 6.1098590429502222e+00 3.7524387608293570e+00 6.5466426776890607e+00 -1 0 0
187 63 1 -8.4760000000000002e-01 2.8277778026625247e+00 3.8085767673991577e-01 4.5590291195790993e+00 1 1 1
4 2 1 -8.4760000000000002e-01 4.3960355398792023e-01 7.2663674115004513e+00 1.2121590012478702e+00 0 0 1
137 46 2 4.2380000000000001e-01 2.0017773415189630e+00 3.0155537219028488e+00 6.6044640901362826e+00 0 0 0
5 2 2 4.2380000000000001e-01 1.3249089331320338e+01 6.8833695414361902e+00 2.0296720901150360e+00 -1 0 1
173 58 2 4.2380000000000001e-01 1.0652471685571157e+01 6.4980367045772454e+00 2.6898199517317849e+00 0 0 1
220 74 1 -8.4760000000000002e-01 1.2062134243421532e+01 3.4499226974925508e+00 6.0687922807320289e+00 0 0 1
93 31 2 4.2380000000000001e-01 1.3280693532402591e+01 1.6785345643552596e+00 3.4890651141768241e+00 -1 1 0
35 12 2 4.2380000000000001e-01 7.2839278667698011e+00 4.6287667605553322e+00 2.6612576560292780e+00 -1 0 1
174 58 2 4.2380000000000001e-01 9.3534819892731065e+00 5.5121486068452530e+00 2.6031774718939364e+00 0 0 1
225 75 2 4.2380000000000001e-01 9.3318204161665292e+00 1.4031148684932382e+00 1.9255973335761465e+00 1 0 0
164 55 2 4.2380000000000001e-01 9.1192312357838254e+00 7.0080800626138844e+00 5.5010195985190107e+00 -1 0 0
210 70 2 4.2380000000000001e-01 1.1649411291493831e+01 2.7960584219185969e+00 2.5214132739997170e+00 0 0 0
126 42 2 4.2380000000000001e-01 1.1653693922250874e+01 8.0942038734254218e-01 2.2413092023078693e+00 -1 0 1
224 75 2 4.2380000000000001e-01 8.1388686161698409e+00 2.1435889326362410e+00 1.0916753551351506e+00 1 0 0
233 78 2 4.2380000000000001e-01 8.6969666878968930e+00 7.8220461248158433e+00 2.3329453604022872e+00 0 -1 1
150 50 2 4.2380000000000001e-01 1.1751179966471081e+01 4.9914684718630076e+00 2.9831459577632531e+00 -1 0 0
222 74 2 4.2380000000000001e-01 1.2471183957649718e+01 2.8910699148778187e+00 5.3473701042468962e+00 0 0 1
149 50 2 4.2380000000000001e-01 1.3125830528020682e+01 5.5950437947164371e+00 3.6257103187956941e+00 -1 0 0
172 58 1 -8.4760000000000002e-01 9.7167151515131991e+00 6.4084448352555290e+00 2.3486110964419842e+00 0 0 1
104 35 2 4.2380000000000001e-01 9.5145549793307183e+00 6.8514025151012214e+00 3.5067129455980117e-01 -1 0 0
223 75 1 -8.4760000000000002e-01 9.0865087962888538e+00 2.2191216328708929e+00 1.4021045048616423e+00 1 0 0
221 74 2 4.2380000000000001e-01 1.2772499588401203e+01 3.7362724696068672e+00 6.7118106275416007e+00 0 0 1
215 72 2 4.2380000000000001e-01 8.9025188307791687e+00 1.9496225187664677e+00 5.2646757756798506e+00 2 0 0
124 42 1 -8.4760000000000002e-01 1.2427726712536892e+01 1.3657478081138585e+00 1.9388849956544396e+00 -1 0 1
36 12 2 4.2380000000000001e-01 8.0338540390653748e+00 3.6348784201512458e+00 3.7179770324040353e+00 -1 0 1
208 70 1 -8.4760000000000002e-01 1.0976367852408792e+01 3.4853975851008316e+00 2.7895744223253587e+00 0 0 0
216 72 2 4.2380000000000001e-01 7.4716654716244468e+00 1.4038777954596693e+00 4.6975062414814754e+00 2 0 0
