LAMMPS 'data.' description

     290 atoms
       1 bonds
       3 atom types
       1 bond types
	
    0.0 20.090    xlo xhi
    0.0 19.738    ylo yhi
    0.0 13.142    zlo zhi

Atoms #molecular

1 1 2 10.069108 1.379686 9.223056
2 1 2 10.020892 18.358315 3.918945
3 1 2 20.065891 18.358315 2.652056
4 1 2 0.024107 1.379686 10.489944
5 1 2 10.020892 11.248686 3.918945
6 1 2 10.069108 8.489314 9.223056
7 1 2 0.024107 8.489314 10.489944
8 1 2 20.065891 11.248686 2.652056
9 1 2 7.784875 1.466533 10.524114
10 1 2 12.305125 18.271467 2.617886
11 1 2 2.260125 18.271467 3.953115
12 1 2 17.829874 1.466533 9.188887
13 1 2 12.305125 11.335534 2.617886
14 1 2 7.784875 8.402467 10.524114
15 1 2 17.829874 8.402467 9.188887
16 1 2 2.260125 11.335534 3.953115
17 1 2 8.025955 2.696211 8.215065
18 1 2 12.064045 17.041790 4.926936
19 1 2 2.019045 17.041790 1.644064
20 1 2 18.070955 2.696211 11.497935
21 1 2 12.064045 12.565211 4.926936
22 1 2 8.025955 7.172789 8.215065
23 1 2 18.070955 7.172789 11.497935
24 1 2 2.019045 12.565211 1.644064
25 1 2 7.979748 0.067109 8.313629
26 1 2 12.110252 19.670891 4.828371
27 1 2 2.065252 19.670891 1.742630
28 1 2 18.024748 0.067109 11.399371
29 1 2 12.110252 9.936110 4.828371
30 1 2 7.979748 9.801891 8.313629
31 1 2 18.024748 9.801891 11.399371
32 1 2 2.065252 9.936110 1.742630
33 1 2 6.609610 0.759913 12.776652
34 1 2 13.480391 18.978088 0.365348
35 1 2 3.435390 18.978088 6.205651
36 1 2 16.654610 0.759913 6.936348
37 1 2 13.480391 10.628914 0.365348
38 1 2 6.609610 9.109087 12.776652
39 1 2 16.654610 9.109087 6.936348
40 1 2 3.435390 10.628914 6.205651
41 1 2 6.623673 18.859659 10.717301
42 1 2 13.466328 0.878341 2.424699
43 1 2 3.421327 0.878341 4.146301
44 1 2 16.668673 18.859659 8.995699
45 1 2 13.466328 8.990660 2.424699
46 1 2 6.623673 10.747341 10.717301
47 1 2 16.668673 10.747341 8.995699
48 1 2 3.421327 8.990660 4.146301
49 1 2 5.165139 1.308629 10.652905
50 1 2 14.924861 18.429373 2.489095
51 1 2 4.879861 18.429373 4.081906
52 1 2 15.210139 1.308629 9.060095
53 1 2 14.924861 11.177629 2.489095
54 1 2 5.165139 8.560370 10.652905
55 1 2 15.210139 8.560370 9.060095
56 1 2 4.879861 11.177629 4.081906
57 1 2 5.846190 2.558045 1.393052
58 1 2 14.243810 17.179956 11.748948
59 1 2 4.198810 17.179956 7.964052
60 1 2 15.891191 2.558045 5.177948
61 1 2 14.243810 12.427045 11.748948
62 1 2 5.846190 7.310956 1.393052
63 1 2 15.891191 7.310956 5.177948
64 1 2 4.198810 12.427045 7.964052
65 1 2 4.086306 0.898079 0.361405
66 1 2 16.003695 18.839922 12.780596
67 1 2 5.958694 18.839922 6.932405
68 1 2 14.131307 0.898079 6.209595
69 1 2 16.003695 10.767079 12.780596
70 1 2 4.086306 8.970922 0.361405
71 1 2 14.131307 8.970922 6.209595
72 1 2 5.958694 10.767079 6.932405
73 1 2 5.898424 0.019738 2.055409
74 1 2 14.191577 19.718264 11.086592
75 1 2 4.146576 19.718264 8.626409
76 1 2 15.943423 0.019738 4.515591
77 1 2 14.191577 9.888739 11.086592
78 1 2 5.898424 9.849262 2.055409
79 1 2 15.943423 9.849262 4.515591
80 1 2 4.146576 9.888739 8.626409
81 1 2 2.159675 2.496857 1.160439
82 1 2 17.930325 17.241144 11.981562
83 1 2 7.885325 17.241144 7.731439
84 1 2 12.204676 2.496857 5.410562
85 1 2 17.930325 12.365858 11.981562
86 1 2 2.159675 7.372143 1.160439
87 1 2 12.204676 7.372143 5.410562
88 1 2 7.885325 12.365858 7.731439
89 1 2 1.699614 0.730306 12.409990
90 1 2 18.390387 19.007694 0.732009
91 1 2 8.345387 19.007694 5.838990
92 1 2 11.744614 0.730306 7.303010
93 1 2 18.390387 10.599306 0.732009
94 1 2 1.699614 9.138695 12.409990
95 1 2 11.744614 9.138695 7.303010
96 1 2 8.345387 10.599306 5.838990
97 1 2 2.613709 1.541538 10.079914
98 1 2 17.476292 18.196463 3.062086
99 1 2 7.431291 18.196463 3.508914
100 1 2 12.658710 1.541538 9.633086
101 1 2 17.476292 11.410539 3.062086
102 1 2 2.613709 8.327462 10.079914
103 1 2 12.658710 8.327462 9.633086
104 1 2 7.431291 11.410539 3.508914
105 1 2 1.462552 18.926769 10.292815
106 1 2 18.627449 0.811232 2.849185
107 1 2 8.582448 0.811232 3.721815
108 1 2 11.507552 18.926769 9.420185
109 1 2 18.627449 9.057768 2.849185
110 1 2 1.462552 10.680233 10.292815
111 1 2 11.507552 10.680233 9.420185
112 1 2 8.582448 9.057768 3.721815
113 1 2 4.421809 2.591599 8.484475
114 1 2 15.668191 17.146402 4.657525
115 1 2 5.623191 17.146402 1.913476
116 1 2 14.466809 2.591599 11.228525
117 1 2 15.668191 12.460599 4.657525
118 1 2 4.421809 7.277401 8.484475
119 1 2 14.466809 7.277401 11.228525
120 1 2 5.623191 12.460599 1.913476
121 1 2 9.866199 16.872044 9.421500
122 1 2 10.223801 2.865958 3.720500
123 1 2 0.178801 2.865958 2.850500
124 1 2 19.911200 16.872044 10.291500
125 1 2 10.223801 7.003042 3.720500
126 1 2 9.866199 12.734959 9.421500
127 1 2 19.911200 12.734959 10.291500
128 1 2 0.178801 7.003042 2.850500
129 1 2 7.395129 16.404253 10.175851
130 1 2 12.694871 3.333749 2.966150
131 1 2 2.649871 3.333749 3.604850
132 1 2 17.440128 16.404253 9.537149
133 1 2 12.694871 6.535252 2.966150
134 1 2 7.395129 13.202749 10.175851
135 1 2 17.440128 13.202749 9.537149
136 1 2 2.649871 6.535252 3.604850
137 1 2 8.564367 14.803500 8.451621
138 1 2 11.525633 4.934500 4.690380
139 1 2 1.480633 4.934500 1.880620
140 1 2 18.609367 14.803500 11.261379
141 1 2 6.462953 16.996393 12.565066
142 1 2 13.627048 2.741608 0.576934
143 1 2 3.582047 2.741608 5.994066
144 1 2 16.507952 16.996393 7.147934
145 1 2 13.627048 7.127391 0.576934
146 1 2 6.462953 12.610608 12.565066
147 1 2 16.507952 12.610608 7.147934
148 1 2 3.582047 7.127391 5.994066
149 1 2 4.841690 16.939152 10.500459
150 1 2 15.248310 2.798848 2.641542
151 1 2 5.203310 2.798848 3.929458
152 1 2 14.886690 16.939152 9.212542
153 1 2 15.248310 7.070153 2.641542
154 1 2 4.841690 12.667849 10.500459
155 1 2 14.886690 12.667849 9.212542
156 1 2 5.203310 7.070153 3.929458
157 1 2 5.912487 14.803500 0.760922
158 1 2 14.177514 4.934500 12.381078
159 1 2 4.132513 4.934500 7.331922
160 1 2 15.957486 14.803500 5.810078
161 1 2 3.969784 16.408201 0.003943
162 1 2 16.120216 3.329800 13.138058
163 1 2 6.075216 3.329800 6.574943
164 1 2 14.014784 16.408201 6.567058
165 1 2 16.120216 6.539200 13.138058
166 1 2 3.969784 13.198801 0.003943
167 1 2 14.014784 13.198801 6.567058
168 1 2 6.075216 6.539200 6.574943
169 1 2 1.904532 14.803500 0.269411
170 1 2 18.185469 4.934500 12.872589
171 1 2 8.140469 4.934500 6.840411
172 1 2 11.949532 14.803500 6.301589
